age,workclass,education,marital-status,occupation,relationship,hours-per-week,capital-change,income
Young, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife,Over-workload,Capital-gain, >50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, Assoc-acdm, Divorced, Sales, Unmarried,Over-workload,No-change, <=50K
Senior, Private, Bachelors, Divorced, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,Normal-workload,No-change, <=50K
Senior, Government, Masters, Married-civ-spouse, Sales, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Never-married, Protective-serv, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child,Over-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Tech-support, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Less-workload,No-change, <=50K
Middle-age, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Prof-specialty, Wife,Normal-workload,Capital-gain, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, >50K
Senior, Private, HS-grad, Married-civ-spouse, Sales, Husband,Normal-workload,Capital-gain, >50K
Young, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, >50K
Middle-age, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, >50K
Young, Private, Some-college, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Tech-support, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Other-service, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Over-workload,Capital-loss, <=50K
Middle-age, Private, HS-grad, Divorced, Transport-moving, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband,Less-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, <=50K
Young, Private, Assoc-voc, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife,Over-workload,Capital-loss, >50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Never-married, Transport-moving, Not-in-family,Over-workload,Capital-gain, <=50K
Middle-age, Private, Some-college, Never-married, Craft-repair, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Senior, Government, Low-education, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Other-relative,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Senior, Private, Masters, Never-married, Prof-specialty, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Sales, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Young, Private, Assoc-acdm, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Protective-serv, Husband,Normal-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Never-married, Farming-fishing, Not-in-family,Less-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Protective-serv, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Private, HS-grad, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Middle-age, Government, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Government, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, >50K
Senior, Private, Low-education, Widowed, Other-service, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,No-change, <=50K
Young, Self-emp-not-inc, Low-education, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Other-service, Wife,Less-workload,No-change, <=50K
Senior, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Divorced, Exec-managerial, Not-in-family,Over-workload,Capital-loss, >50K
Young, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Young, Private, Assoc-acdm, Never-married, Sales, Not-in-family,Less-workload,No-change, <=50K
Senior, Private, Bachelors, Divorced, Exec-managerial, Not-in-family,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Divorced, Sales, Unmarried,Normal-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Middle-age, Government, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Adm-clerical, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Divorced, Craft-repair, Not-in-family,Over-workload,Capital-loss, <=50K
Young, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Transport-moving, Wife,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,Less-workload,Capital-loss, >50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child,Less-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Other-service, Wife,Normal-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Craft-repair, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, HS-grad, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Handlers-cleaners, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Senior, Government, Bachelors, Married-civ-spouse, Protective-serv, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Assoc-voc, Divorced, Tech-support, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Low-education, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,Capital-loss, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-loss, >50K
Young, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Less-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife,Normal-workload,Capital-loss, >50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Some-college, Divorced, Other-service, Not-in-family,Less-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Exec-managerial, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Government, Some-college, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Divorced, Craft-repair, Not-in-family,Over-workload,No-change, >50K
Senior, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Middle-age, Government, Low-education, Separated, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Divorced, Transport-moving, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Handlers-cleaners, Own-child,Less-workload,Capital-gain, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Exec-managerial, Wife,Normal-workload,No-change, >50K
Middle-age, Private, HS-grad, Divorced, Farming-fishing, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Never-married, Craft-repair, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,Capital-loss, <=50K
